IGR_textures_-_English_pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_textures_-_French_pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_textures_-_German_Pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_textures_-_Polish_pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_textures_-_Portuguese_pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_textures_-_Spanish_pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR Textures - Polish pack.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_sample_kit.7z	https://github.com/CosmicScale/PSBBN-Definitive-Project/tree/main/scripts/assets/POPStarter
IGR_Behaviour_Modifiers.zip	https://www.psx-place.com/attachments/trojan_7-zip.46142/
Game_Fixes.7z	https://www.mediafire.com/file/rznkr05pci45w5p/Hugopocked_POPStarter_Fixes_%282023-08-11%29.rar
Game Fixes.zip	https://www.mediafire.com/file/rznkr05pci45w5p/Hugopocked_POPStarter_Fixes_%282023-08-11%29.rar
POPStarter r13 WIP 05.zip	https://www.psx-place.com/resources/ps1-popstarter-r13-wip-05.355/
POPStarter_r13_WIP_06_OBT_13_20151207.zip	https://www.psx-place.com/resources/ps1-popstarter-r13-wip-06-beta-20160918.354/
POPStarter_r13_WIP_06_OBT_20161120.zip	https://www.psx-place.com/resources/ps1-popstarter-r13-wip-06-beta-20160918.354/
